Unnamed: 0,segment_id,polygon_id,class_id,pixels_cluster,alphas
909,18239,0,6,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0],"[0.45, 0.56]"
910,18240,0,6,[0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1],"[0.55, 0.46]"
911,18241,0,6,[0 0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.32, 0.69]"
912,18242,0,5,[1 1 0 0 0 1 1 1 1 1 1 1 1 1],"[0.31, 0.7]"
913,18243,0,4,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1],"[0.4, 0.61]"
914,18244,0,4,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.37, 0.64]"
915,18245,0,4,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.24, 0.77]"
916,18246,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.5, 0.51]"
917,18247,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.46, 0.55]"
918,18248,0,5,[0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.45, 0.56]"
919,18249,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.62, 0.39]"
920,18250,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.44, 0.57]"
921,18251,0,3,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.41, 0.6]"
922,18252,0,3,[1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0],"[0.2, 0.81]"
923,18253,0,6,[1 1 1 1 0 0 0 0 0 0],"[0.72, 0.29]"
924,18254,0,4,[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],"[0.4, 0.61]"
925,18255,0,4,[0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 1],"[0.63, 0.38]"
926,18256,0,6,[0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.37, 0.64]"
927,18257,0,5,[0 0 0 0 1 0 0 1 1 0 0 1 1 1 1 1],"[0.66, 0.35]"
928,18258,0,6,[1 1 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0],"[0.65, 0.36]"
929,18259,0,6,[1 1 1 0 0 0 0 0 0 0 0 0],"[0.59, 0.42]"
930,18260,0,6,[0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.64, 0.37]"
931,18261,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0],"[0.34, 0.67]"
932,18262,0,5,[0 0 0 0 0 1 1 1 1 1 1 1],"[0.64, 0.37]"
933,18263,0,6,[0 1 1 1 0 0 0 0 0 0],"[0.55, 0.46]"
934,18264,0,6,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.37, 0.64]"
935,18265,0,6,[1 0 0 0 0 0 1 1 0 0 1 0 0],"[0.36, 0.65]"
936,18266,0,6,[0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 1 0],"[0.39, 0.62]"
937,18267,0,6,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.62, 0.39]"
938,18268,0,6,[0 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.61, 0.4]"
939,18269,0,5,[1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0],"[0.46, 0.55]"
940,18270,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0],"[0.49, 0.52]"
941,18271,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.35, 0.66]"
942,18272,0,5,[1 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1],"[0.64, 0.37]"
943,18273,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.49, 0.52]"
944,18274,0,5,[0 1 1 1 0 1 1 1 0 0 0 0 0 0 1],"[0.29, 0.72]"
945,18275,0,5,[1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 0],"[0.48, 0.53]"
946,18276,0,4,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1],"[0.56, 0.45]"
947,18277,0,4,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.38, 0.63]"
948,18278,0,3,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.62, 0.39]"
949,18279,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.28, 0.73]"
950,18280,0,6,[1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.84, 0.17]"
951,18281,0,6,[1 1 1 1 0 0 1 1 0 0 1],"[0.38, 0.63]"
952,19217,0,6,[1 1 1 1 1 1 0 1 1 1 0 0 0 0],"[0.19, 0.82]"
953,19321,0,4,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0],"[0.69, 0.32]"
954,19322,0,6,[1 1 0 0 1 0 0 1 0 0 0 1 0 0],"[0.37, 0.64]"
955,19323,0,6,[0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.52, 0.49]"
956,19324,0,5,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 1],"[0.36, 0.65]"
957,19516,0,4,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],"[0.47, 0.54]"
958,19517,0,4,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0],"[0.46, 0.55]"
959,19518,0,4,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],"[0.48, 0.53]"
960,19519,0,4,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1],"[0.64, 0.37]"
961,19520,0,4,[1 1 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0],"[0.49, 0.52]"
962,19521,0,4,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0],"[0.22, 0.79]"
963,19522,0,4,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.51, 0.5]"
964,19523,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0],"[0.61, 0.4]"
965,19524,0,6,[0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.21, 0.8]"
966,19525,0,4,[1 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.49, 0.52]"
967,19526,0,4,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.44, 0.57]"
968,19527,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.65, 0.36]"
969,19528,0,6,[1 1 0 1 1 1 0 1 0 0 0 1 0 0 1 1],"[0.55, 0.46]"
970,19529,0,6,[0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0],"[0.6, 0.41]"
971,19530,0,3,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.47, 0.54]"
972,19531,0,1,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.29, 0.72]"
973,19532,0,5,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.61, 0.4]"
974,19533,0,5,[0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1],"[0.48, 0.53]"
975,19534,0,5,[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.61, 0.4]"
976,19535,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.43, 0.58]"
977,19536,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.49, 0.52]"
978,19537,0,3,[1 1 1 1 1 0 0 0 1 0 0 0 1 1 0 0],"[0.51, 0.5]"
979,19538,0,3,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.46, 0.55]"
980,19539,0,3,[0 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1],"[0.41, 0.6]"
981,19540,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.5, 0.51]"
982,19541,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.56, 0.45]"
983,19542,0,3,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1],"[0.44, 0.57]"
984,19543,0,5,[1 1 0 0 0 1 0 0 0 0 1 1 1 1 0 1 1 1 1 0],"[0.36, 0.65]"
985,19544,0,4,[0 0 0 0 0 1 0 1 1 1 1 1],"[0.14, 0.87]"
986,19545,0,4,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0],"[0.61, 0.4]"
987,19546,0,4,[1 1 1 1 1 1 1 1 0 0 0 0 0],"[0.35, 0.66]"
988,19547,0,6,[0 0 1 1 0 0 1 1 0 1 1 0 0 1],"[0.4, 0.61]"
989,19548,0,6,[1 0 0 1 1 0 0 1 1 0 0 0 0],"[0.46, 0.55]"
990,19549,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0],"[0.45, 0.56]"
991,19550,0,6,[1 0 0 0 1 0 0 0 0 0 0 0 0 0],"[0.61, 0.4]"
992,19551,0,5,[1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 1],"[0.42, 0.59]"
993,19552,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.24, 0.77]"
994,19553,0,5,[1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],"[0.47, 0.54]"
995,19554,0,6,[1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1],"[0.7, 0.31]"
996,19555,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1],"[0.53, 0.48]"
997,19556,0,6,[1 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0],"[0.4, 0.61]"
998,19557,0,6,[0 1 1 1 0 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1],"[0.35, 0.66]"
999,19558,0,5,[1 1 1 1 1 1 0 0 1 1 0 0 1 1 0 0],"[0.37, 0.64]"
1000,19559,0,5,[0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.5, 0.51]"
1001,19560,0,5,[0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 0],"[0.63, 0.38]"
1002,19561,0,5,[0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0],"[0.43, 0.58]"
1003,19562,0,5,[1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0],"[0.43, 0.58]"
1004,19563,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.46, 0.55]"
1005,19564,0,5,[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0],"[0.68, 0.33]"
1006,19565,0,4,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],"[0.17, 0.84]"
1007,19566,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.53, 0.48]"
1008,19567,0,3,[1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0],"[0.51, 0.5]"
1009,19568,0,3,[1 1 1 1 1 1 1 1 0 0 0 0],"[0.75, 0.26]"
1010,19569,0,5,[1 1 0 0 1 1 0 0 1 1 1 0 0 1 1 0 0],"[0.32, 0.69]"
1011,19570,0,5,[1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1],"[0.5, 0.51]"
1012,19571,0,6,[1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.25, 0.76]"
1013,19572,0,6,[0 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1],"[0.62, 0.39]"
1014,20494,0,4,[1 1 1 1 1 0 0 1 1 0 0 0 0],"[0.69, 0.32]"
1015,20495,0,6,[0 0 0 0 0 0 0 0 0 0 0 0 1 1],"[0.52, 0.49]"
1016,20543,0,3,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.74, 0.27]"
1017,20601,0,4,[1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],"[0.3, 0.71]"
1018,20602,0,6,[0 0 0 0 1 0 0 1 0 0 1],"[0.61, 0.4]"
1019,20603,0,4,[0 0 0 0 0 1 1 1 1 1 1],"[0.63, 0.38]"
1020,20604,0,6,[1 1 0 0 1 1 0 0 0 1 1 1 1 1 0 0 0 0 0 0],"[0.54, 0.47]"
1021,20605,0,5,[1 1 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0],"[0.88, 0.13]"
1022,20606,0,6,[1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1],"[0.76, 0.25]"
1023,20607,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0],"[0.4, 0.61]"
1024,20608,0,6,[1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0],"[0.71, 0.3]"
1025,20609,0,5,[0 0 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0],"[0.57, 0.44]"
1026,20811,0,4,[0 1 1 1 1 0 1 1 1 1 0 0 0 0 0],"[0.32, 0.69]"
1027,20812,0,6,[1 1 0 0 1 1 1 0 0 1 0 0 0],"[0.81, 0.2]"
1028,20813,0,6,[0 0 1 1 0 0 1 1 0 1 1],"[0.46, 0.55]"
1029,20814,0,4,[0 0 0 1 1 0 0 0 1 1 0 0 0 1 1],"[0.69, 0.32]"
1030,20815,0,5,[0 0 0 0 0 0 0 0 1 1 0 0],"[0.7, 0.31]"
1031,20816,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1],"[0.4, 0.61]"
1032,20817,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0],"[0.42, 0.59]"
1033,20818,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1],"[0.59, 0.42]"
1034,20819,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.54, 0.47]"
1035,20820,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.61, 0.4]"
1036,20821,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.31, 0.7]"
1037,20822,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 0 1 0 0 1],"[0.37, 0.64]"
1038,20823,0,5,[0 0 1 1 0 0 1 1 0 0 0 1 0 0 1],"[0.53, 0.48]"
1039,20824,0,5,[0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 1 1 1],"[0.35, 0.66]"
1040,20825,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.76, 0.25]"
1041,20826,0,5,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0],"[0.55, 0.46]"
1042,20827,0,3,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.44, 0.57]"
1043,20828,0,6,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.45, 0.56]"
1044,20829,0,6,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.58, 0.43]"
1045,20830,0,6,[0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1],"[0.52, 0.49]"
1046,20831,0,5,[1 0 0 1 0 0 1 1 1 0 0 1 1 1 1],"[0.35, 0.66]"
1047,20832,0,6,[1 1 0 0 1 1 1 1 1 0 0 1 0 0],"[0.67, 0.34]"
1048,20833,0,4,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 0 1 1 1 1],"[0.7, 0.31]"
1049,20834,0,4,[1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],"[0.43, 0.58]"
1050,20835,0,6,[1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0],"[0.49, 0.52]"
1051,20836,0,6,[0 1 1 1 0 0 1 1 0 0 0 0 0],"[0.65, 0.36]"
1052,20837,0,5,[0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 0],"[0.42, 0.59]"
1053,20838,0,5,[1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 0],"[0.76, 0.25]"
1054,20839,0,3,[1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.59, 0.42]"
1055,20840,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.46, 0.55]"
1056,20841,0,6,[1 1 1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0],"[0.28, 0.73]"
1057,20842,0,6,[1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0],"[0.46, 0.55]"
1058,20843,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 1 0 0 0 0],"[0.35, 0.66]"
1059,20844,0,6,[0 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1],"[0.64, 0.37]"
1060,20845,0,3,[0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0],"[0.24, 0.77]"
1061,20846,0,6,[1 1 0 0 1 1 0 0 1 1 0 1 0 0 0 0],"[0.55, 0.46]"
1062,20847,0,5,[0 1 1 1 1 1 0 1 1 0 0 1 0 0 0 1],"[0.56, 0.45]"
1063,20848,0,5,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.64, 0.37]"
1064,20849,0,5,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.69, 0.32]"
1065,20850,0,5,[1 0 0 1 1 0 0 1 1 0 0 1 1 1 1 1 1],"[0.69, 0.32]"
1066,20851,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.39, 0.62]"
1067,20852,0,3,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 0],"[0.52, 0.49]"
1068,20853,0,5,[1 0 0 0 1 0 0 0 1 1 0 0 1 1 1 0 0],"[0.42, 0.59]"
1069,20854,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.46, 0.55]"
1070,20855,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0],"[0.39, 0.62]"
1071,20856,0,6,[1 0 0 0 1 0 0 0 1 1 0 0 1 1 1 0],"[0.57, 0.44]"
1072,21787,0,4,[0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.63, 0.38]"
1073,21788,0,4,[0 0 0 0 1 1 1 1 1 1],"[0.48, 0.53]"
1074,21789,0,4,[1 1 0 0 1 1 1 0 1 1 1 0],"[0.46, 0.55]"
1075,21790,0,4,[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0],"[0.23, 0.78]"
1076,21791,0,6,[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0],"[0.67, 0.34]"
1077,21792,0,5,[0 0 0 0 1 1 0 0 1 1 0 0 1 1 1],"[0.68, 0.33]"
1078,21793,0,6,[0 0 0 0 1 1 1 1 1 1 1 1],"[0.53, 0.48]"
1079,21899,0,4,[1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1],"[0.73, 0.28]"
1080,21900,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.3, 0.71]"
1081,21901,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.45, 0.56]"
1082,21902,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 1 1 0],"[0.38, 0.63]"
1083,21903,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 1 1],"[0.39, 0.62]"
1084,21904,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0],"[0.49, 0.52]"
1085,21905,0,5,[1 1 1 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.57, 0.44]"
1086,21906,0,5,[1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0],"[0.19, 0.82]"
1087,21907,0,5,[0 0 0 1 1 0 1 1 1 1 1 1 1 1],"[0.88, 0.13]"
1088,21908,0,6,[1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0],"[0.49, 0.52]"
1089,21909,0,6,[1 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 0 1],"[0.47, 0.54]"
1090,21910,0,6,[0 0 0 0 0 0 0 0 1 1 1 0 1 0 0],"[0.31, 0.7]"
1091,22106,0,4,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.27, 0.74]"
1092,22107,0,4,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.56, 0.45]"
1093,22108,0,4,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0],"[0.33, 0.68]"
1094,22109,0,4,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.24, 0.77]"
1095,22110,0,6,[0 0 1 0 0 0 1 1 0 0 1 1],"[0.64, 0.37]"
1096,22111,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.39, 0.62]"
1097,22112,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.46, 0.55]"
1098,22113,0,6,[1 0 0 1 0 0 0 1 0 1 1 0 1 1 1 1],"[0.51, 0.5]"
1099,22114,0,6,[0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1],"[0.33, 0.68]"
1100,22115,0,6,[0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1],"[0.3, 0.71]"
1101,22116,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.44, 0.57]"
1102,22117,0,5,[0 0 1 0 0 0 1 0 0 0 0 0 0 0],"[0.52, 0.49]"
1103,22118,0,5,[0 0 0 1 1 0 0 1 1 0 0 1 1 1],"[0.3, 0.71]"
1104,22119,0,5,[1 1 0 0 1 1 0 0 1 1 1 0 1 1 0],"[0.11, 0.9]"
1105,22120,0,5,[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.63, 0.38]"
1106,22121,0,3,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.5, 0.51]"
1107,22122,0,3,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.38, 0.63]"
1108,22123,0,6,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.52, 0.49]"
1109,22124,0,6,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0],"[0.48, 0.53]"
1110,22125,0,6,[0 0 0 0 0 0 1 0 0 1 1 1 1 1 1],"[0.21, 0.8]"
1111,22126,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.56, 0.45]"
1112,22127,0,4,[0 0 0 0 0 1 1 1 1 1 1 1],"[0.41, 0.6]"
1113,22128,0,6,[1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.66, 0.35]"
1114,22129,0,6,[1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0],"[0.48, 0.53]"
1115,22130,0,5,[0 1 0 1 0 0 1 1 0 0 1 1],"[0.44, 0.57]"
1116,22131,0,5,[1 1 0 0 0 1 1 1 0 0 1 1 0 0 1 1 0 0],"[0.48, 0.53]"
1117,22132,0,5,[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.43, 0.58]"
1118,22133,0,6,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 0 0 0],"[0.72, 0.29]"
1119,22134,0,6,[0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1],"[0.4, 0.61]"
1120,22135,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0],"[0.49, 0.52]"
1121,22136,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0],"[0.46, 0.55]"
1122,22137,0,3,[0 0 0 0 0 0 1 1 0 0 1],"[0.59, 0.42]"
1123,22138,0,6,[0 0 0 0 0 0 0 0 1 1 0 1 1 0 0],"[0.58, 0.43]"
1124,22139,0,5,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],"[0.67, 0.34]"
1125,22140,0,6,[1 1 1 1 1 1 1 1 1 1 1 0 0 1],"[0.16, 0.85]"
1126,22141,0,6,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0],"[0.8, 0.21]"
1127,22142,0,6,[1 0 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0],"[0.62, 0.39]"
1128,22143,0,6,[1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0],"[0.62, 0.39]"
1129,22144,0,5,[0 1 0 1 0 0 0 1 1 0 0 0 1 0 1 1 1 1],"[0.48, 0.53]"
1130,22145,0,5,[1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0],"[0.47, 0.54]"
1131,22146,0,5,[1 1 0 0 1 1 0 0 0],"[0.56, 0.45]"
1132,22147,0,5,[0 0 1 0 0 1 0 0 0 0 0 0 0 0],"[0.12, 0.89]"
1133,22148,0,3,[1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0],"[0.56, 0.45]"
1134,22149,0,3,[1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 0 0],"[0.47, 0.54]"
1135,22150,0,3,[0 0 1 1 0 0 1 1 0 1 1 1 0 1 1 1],"[0.66, 0.35]"
1136,22151,0,1,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.47, 0.54]"
1137,22152,0,5,[1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 0],"[0.52, 0.49]"
1138,22153,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.54, 0.47]"
1139,22154,0,6,[0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 1],"[0.39, 0.62]"
1140,23076,0,4,[1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],"[0.61, 0.4]"
1141,23077,0,4,[0 0 0 0 0 0 0 0 0 0 1 1 0 1 1],"[0.53, 0.48]"
1142,23078,0,5,[1 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0],"[0.33, 0.68]"
1143,23121,0,6,[1 1 0 0 0 0 0 0 0 1 0 1 1],"[0.38, 0.63]"
1144,23122,0,4,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.56, 0.45]"
1145,23123,0,5,[1 1 1 1 1 0 0 1 1 0 0 0 0 0 0],"[0.53, 0.48]"
1146,23173,0,4,[1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1],"[0.67, 0.34]"
1147,23174,0,4,[1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1],"[0.42, 0.59]"
1148,23175,0,6,[1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.49, 0.52]"
1149,23176,0,6,[1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1],"[0.46, 0.55]"
1150,23177,0,5,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0],"[0.49, 0.52]"
1151,23178,0,6,[0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 1 1],"[0.46, 0.55]"
1152,23179,0,3,[1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 1],"[0.32, 0.69]"
1153,23180,0,3,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1],"[0.48, 0.53]"
1154,23365,0,4,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.64, 0.37]"
1155,23366,0,4,[0 0 1 1 0 0 1 1 0 0 1 0 0 1],"[0.56, 0.45]"
1156,23367,0,4,[0 0 1 1 0 0 1 1 0 0 1 1 1 1],"[0.64, 0.37]"
1157,23368,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1],"[0.43, 0.58]"
